"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"1628032","occ","","","116660","Fubarichthys <rio>","species","479608","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628033","occ","","","116660","Fubarichthys sp.","genus","461265","species not entered","Fubarichthyiformes","order","461273","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","Fubarichthyiformes","","","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628034","occ","","","116660","Kalops sp.","genus","","","Kalops","genus","218884","Arnsbergian","","326.9","323.6","84604","Chordata","Actinopterygii","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kalops","-108.964996","46.945000","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628036","occ","","","227061","Apholidotos ossuosus","genus","461381","species not entered","Tarrasiidae","family","355180","Arnsbergian","","326.9","323.6","84604","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Tarrasiidae","","-112.010002","45.700001","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","open shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628037","occ","","","116656","Apholidotos ossuosus","genus","461381","species not entered","Tarrasiidae","family","355180","Arnsbergian","","326.9","323.6","84604","Chordata","Osteichthyes","NO_ORDER_SPECIFIED","Tarrasiidae","","-108.904999","46.950001","Heath","Big Snowy","Bear Gulch","""rhythmically alternating sets of microturbidite beds and laminar beds"" (Grogan and Lund 1997)","""limestone""","lithified","","","","","lagoonal/restricted shallow subtidal","","""shallow, marine tropical bay"" (Lund 1985)"
"1628977","occ","","","14446","Anura <indet. 1>","suborder","150288","","Anura","suborder","97112","Middle Campanian","Late Campanian","83.6","72.2","64015","Chordata","Amphibia","Anura","","","-109.589699","47.808201","Judith River","Montana","","""a crescentic lens rapidly pinching out to the E and dipping very steeply to the W...2 feet in thickness and can be divided into two parts, a lower subdivision not more than 6 inches thick which is very rich in bones, and an upper extremely well indurated subdivision with less bone concentration. Both lenses contain coal lenticles and plant debris.""","claystone","","carbonaceous","","","","fine channel fill","","""river meander or oxbow lake"""
"1628978","occ","","","14446","Anura <indet. 3>","suborder","150288","","Anura","suborder","97112","Middle Campanian","Late Campanian","83.6","72.2","64015","Chordata","Amphibia","Anura","","","-109.589699","47.808201","Judith River","Montana","","""a crescentic lens rapidly pinching out to the E and dipping very steeply to the W...2 feet in thickness and can be divided into two parts, a lower subdivision not more than 6 inches thick which is very rich in bones, and an upper extremely well indurated subdivision with less bone concentration. Both lenses contain coal lenticles and plant debris.""","claystone","","carbonaceous","","","","fine channel fill","","""river meander or oxbow lake"""
"1629945","occ","","","230859","Rapamys atramontis n. sp.","species","","","Rapamys atramontis","species","475044","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Rodentia","Ischyromyidae","Rapamys","-111.838333","44.904720","","","","","siltstone","","","","","","fluvial indet.","",""
"1629946","occ","","","230859","Pareumys muffleri n. sp.","species","","","Pareumys muffleri","species","475045","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Rodentia","Cylindrodontidae","Pareumys","-111.838333","44.904720","","","","","siltstone","","","","","","fluvial indet.","",""
"1629947","occ","","","230859","Lycophocyon tabrumi n. sp.","species","","","Lycophocyon tabrumi","species","475047","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Lycophocyon","-111.838333","44.904720","","","","","siltstone","","","","","","fluvial indet.","",""
"1629948","occ","","","230859","Diplobunops matthewi","species","","","Diplobunops matthewi","species","45807","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Artiodactyla","Agriochoeridae","Diplobunops","-111.838333","44.904720","","","","","siltstone","","","","","","fluvial indet.","",""
"1629949","occ","","","230860","Diplobunops matthewi","species","","","Diplobunops matthewi","species","45807","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Artiodactyla","Agriochoeridae","Diplobunops","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629950","occ","","","230860","Protoreodon pumilus","species","51080","","Protoreodon pumilus","species","43827","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Artiodactyla","Agriochoeridae","Protoreodon","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629951","occ","","","230860","Triplopus cf. rhinocerinus","species","52509","","Triplopus rhinocerinus","species","46192","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Perissodactyla","Hyracodontidae","Triplopus","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629952","occ","","","230860","Hesperaletes borineyi","species","","","Hesperaletes borineyi","species","317344","Late Uintan","Duchesnean","45.9","37","85377","Chordata","Mammalia","Perissodactyla","NO_FAMILY_SPECIFIED","Hesperaletes","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629953","occ","","","230861","Hesperocyon gregarius","species","46911","","Hesperocyon gregarius","species","44845","Chadronian","","37","33.9","85377","Chordata","Mammalia","Carnivora","Canidae","Hesperocyon","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629954","occ","","","230861","Domnina thompsoni","species","","","Domnina thompsoni","species","45896","Chadronian","","37","33.9","85377","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Domnina","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629955","occ","","","230861","Miohippus sp.","genus","","","Miohippus","genus","43011","Chadronian","","37","33.9","85377","Chordata","Mammalia","Perissodactyla","Equidae","Miohippus","-111.855003","44.904167","","","","","siltstone","","","","","","fluvial indet.","",""
"1629956","occ","","","230862","Megalagus cf. brachyodon","species","48002","","Megalagus brachyodon","species","49654","Duchesnean","Early Chadronian","39.7","33.9","85377","Chordata","Mammalia","Lagomorpha","Leporidae","Megalagus","-111.830833","44.961945","","","","","siltstone","","","","","","fluvial indet.","",""
"1629957","occ","","","230862","Palaeolagus sp.","genus","","","Palaeolagus","genus","42184","Duchesnean","Early Chadronian","39.7","33.9","85377","Chordata","Mammalia","Lagomorpha","Leporidae","Palaeolagus","-111.830833","44.961945","","","","","siltstone","","","","","","fluvial indet.","",""
"1629958","occ","","","230862","Ischyromys douglassi","species","","","Ischyromys douglassi","species","47378","Duchesnean","Early Chadronian","39.7","33.9","85377","Chordata","Mammalia","Rodentia","Ischyromyidae","Ischyromys","-111.830833","44.961945","","","","","siltstone","","","","","","fluvial indet.","",""
"1629959","occ","","","230862","Paradjidaumo disjunctus","species","","","Paradjidaumo disjunctus","species","475046","Duchesnean","Early Chadronian","39.7","33.9","85377","Chordata","Mammalia","Rodentia","Eomyidae","Paradjidaumo","-111.830833","44.961945","","","","","siltstone","","","","","","fluvial indet.","",""
"1629960","occ","","","230862","Diplobunops matthewi","species","","","Diplobunops matthewi","species","45807","Duchesnean","Early Chadronian","39.7","33.9","85377","Chordata","Mammalia","Artiodactyla","Agriochoeridae","Diplobunops","-111.830833","44.961945","","","","","siltstone","","","","","","fluvial indet.","",""
"1629961","occ","","","230863","Herpetotherium fugax","species","339420","","Herpetotherium fugax","species","46891","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","NO_ORDER_SPECIFIED","Herpetotheriidae","Herpetotherium","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629962","occ","","","230863","Nanodelphys cf. hunti","species","48981","recombined as","Nanodelphys huntii","species","46892","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","NO_ORDER_SPECIFIED","Peradectidae","Nanodelphys","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629963","occ","","","230863","Palaeolagus burkei","species","","","Palaeolagus burkei","species","49655","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Lagomorpha","Leporidae","Palaeolagus","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629964","occ","","","230863","Eumys elegans","species","","","Eumys elegans","species","46403","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Rodentia","Cricetidae","Eumys","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629965","occ","","","230863","Leidymys sp.","genus","","","Leidymys","genus","41798","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Rodentia","Cricetidae","Leidymys","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629966","occ","","","230863","Oxetocyon cuspidatus","species","","","Oxetocyon cuspidatus","species","49523","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Carnivora","Canidae","Oxetocyon","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629967","occ","","","230863","Centetodon magnus","species","44989","","Centetodon magnus","species","48436","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","NO_ORDER_SPECIFIED","Geolabididae","Centetodon","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629968","occ","","","230863","? Talpidae indet.","family","40398","","Talpidae","family","67887","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","NO_ORDER_SPECIFIED","Talpidae","","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629969","occ","","","230863","Hypertragulus calcaratus","species","47198","","Hypertragulus calcaratus","species","47539","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Artiodactyla","Hypertragulidae","Hypertragulus","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629970","occ","","","230863","? Leptomeryx sp.","genus","","","Leptomeryx","genus","42607","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Artiodactyla","Leptomerycidae","Leptomeryx","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
"1629971","occ","","","230863","Diceratherium tridactylum","species","45676","","Diceratherium tridactylum","species","43711","Whitneyan","","31.8","29.5","85377","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Diceratherium","-111.795555","44.881111","","","","","sandstone","","","","","","fluvial indet.","",""
